-0.474078000000000	0	2	-1
-0.473448000000000	0.000630000000000000	2	-1
-0.472192000000000	0.00125500000000000	2	-1
-0.470321000000000	0.00187100000000000	0	-1
-0.469848000000000	0.000473000000000000	2	-1
-0.468776000000000	0.00107200000000000	2	-1
-0.467113000000000	0.00166300000000000	2	-1
-0.464872000000000	0.00224100000000000	2	-1
-0.462069000000000	0.00280300000000000	2	-1
-0.458725000000000	0.00334400000000000	2	-1
-0.454865000000000	0.00386100000000000	2	-1
-0.450516000000000	0.00434900000000000	2	-1
-0.445711000000000	0.00480500000000000	2	-1
-0.440485000000000	0.00522600000000000	2	-1
-0.434876000000000	0.00560900000000000	2	-1
-0.428925000000000	0.00595200000000000	2	-1
-0.422674000000000	0.00625100000000000	0	-1
-0.418168000000000	0.00450600000000000	0	-1
-0.415440000000000	0.00272800000000000	0	-1
-0.414509000000000	0.000931000000000000	0	-1
-0.415382000000000	-0.000873000000000000	0	-1
-0.418052000000000	-0.00267000000000000	0	-1
-0.422501000000000	-0.00444900000000000	0	-1
-0.428696000000000	-0.00619500000000000	0	-1
-0.436593000000000	-0.00789700000000000	0	-1
-0.446136000000000	-0.00954300000000000	0	-1
-0.457254000000000	-0.0111180000000000	0	-1
-0.469867000000000	-0.0126130000000000	0	-1
-0.483881000000000	-0.0140140000000000	0	-1
-0.499192000000000	-0.0153110000000000	0	-1
-0.515686000000000	-0.0164940000000000	0	-1
-0.533239000000000	-0.0175530000000000	0	-1
-0.551720000000000	-0.0184810000000000	0	-1
-0.570991000000000	-0.0192700000000000	0	-1
-0.590907000000000	-0.0199160000000000	0	-1
-0.611322000000000	-0.0204150000000000	0	-1
-0.632086000000000	-0.0207640000000000	0	-1
-0.653051000000000	-0.0209650000000000	0	-1
-0.674069000000000	-0.0210180000000000	0	-1
-0.694997000000000	-0.0209280000000000	0	-1
-0.715695000000000	-0.0206980000000000	0	-1
-0.736031000000000	-0.0203360000000000	0	-1
-0.755879000000000	-0.0198480000000000	0	-1
-0.775123000000000	-0.0192440000000000	0	-1
-0.793655000000000	-0.0185310000000000	0	-1
-0.811375000000000	-0.0177200000000000	0	-1
-0.828195000000000	-0.0168200000000000	0	-1
-0.844036000000000	-0.0158410000000000	0	-1
-0.858827000000000	-0.0147910000000000	0	-1
-0.872507000000000	-0.0136800000000000	0	-1
-0.885022000000000	-0.0125150000000000	0	-1
-0.896327000000000	-0.0113050000000000	0	-1
-0.906384000000000	-0.0100570000000000	0	-1
-0.915161000000000	-0.00877700000000000	0	-1
-0.922631000000000	-0.00747000000000000	0	-1
-0.928774000000000	-0.00614300000000000	2	-1
-0.931573000000000	-0.00279900000000000	2	-1
-0.931021000000000	0.000552000000000000	2	-1
-0.927119000000000	0.00390200000000000	2	-1
-0.919878000000000	0.00724100000000000	2	-1
-0.909316000000000	0.0105610000000000	2	-1
-0.895466000000000	0.0138500000000000	2	-1
-0.878370000000000	0.0170960000000000	2	-1
-0.858088000000000	0.0202820000000000	2	-1
-0.834698000000000	0.0233900000000000	2	-1
-0.808299000000000	0.0263990000000000	2	-1
-0.779015000000000	0.0292840000000000	2	-1
-0.746997000000000	0.0320180000000000	2	-1
-0.712426000000000	0.0345710000000000	2	-1
-0.675514000000000	0.0369120000000000	2	-1
-0.636501000000000	0.0390130000000000	2	-1
-0.595658000000000	0.0408430000000000	2	-1
-0.553278000000000	0.0423800000000000	2	-1
-0.509677000000000	0.0436020000000000	2	-1
-0.465179000000000	0.0444970000000000	2	-1
-0.420118000000000	0.0450620000000000	2	-1
-0.374820000000000	0.0452980000000000	2	-1
-0.329601000000000	0.0452190000000000	2	-1
-0.284757000000000	0.0448440000000000	2	-1
-0.240554000000000	0.0442030000000000	2	-1
-0.197228000000000	0.0433260000000000	2	-1
-0.154977000000000	0.0422510000000000	2	-1
-0.113961000000000	0.0410160000000000	2	-1
-0.0743010000000000	0.0396610000000000	1	-1
-0.0370780000000000	0.0372230000000000	2	-1
-0.00134000000000000	0.0357380000000000	2	-1
0.0328980000000000	0.0342380000000000	2	-1
0.0656490000000000	0.0327500000000000	2	-1
0.0969470000000000	0.0312990000000000	2	-1
0.126851000000000	0.0299040000000000	2	-1
0.155433000000000	0.0285820000000000	2	-1
0.182783000000000	0.0273490000000000	2	-1
0.208999000000000	0.0262160000000000	2	-1
0.234190000000000	0.0251910000000000	2	-1
0.258474000000000	0.0242830000000000	2	-1
0.281972000000000	0.0234980000000000	2	-1
0.304812000000000	0.0228410000000000	2	-1
0.327127000000000	0.0223150000000000	2	-1
0.349053000000000	0.0219250000000000	2	-1
0.370728000000000	0.0216750000000000	2	-1
0.392296000000000	0.0215680000000000	2	-1
0.413905000000000	0.0216090000000000	2	-1
0.435706000000000	0.0218010000000000	2	-1
0.457855000000000	0.0221490000000000	2	-1
0.480515000000000	0.0226600000000000	2	-1
-0.581411000000000	0	2	-1
-0.579980000000000	0.00143100000000000	2	-1
-0.577128000000000	0.00285200000000000	2	-1
-0.572876000000000	0.00425200000000000	2	-1
-0.567255000000000	0.00562000000000000	2	-1
-0.560309000000000	0.00694700000000000	2	-1
-0.552087000000000	0.00822100000000000	2	-1
-0.542652000000000	0.00943500000000000	2	-1
-0.532074000000000	0.0105780000000000	2	-1
-0.520433000000000	0.0116410000000000	2	-1
-0.507816000000000	0.0126180000000000	2	-1
-0.494316000000000	0.0134990000000000	2	-1
-0.480037000000000	0.0142800000000000	2	-1
-0.465082000000000	0.0149540000000000	2	-1
-0.449565000000000	0.0155170000000000	2	-1
-0.433598000000000	0.0159670000000000	2	-1
-0.417298000000000	0.0163000000000000	2	-1
-0.400782000000000	0.0165160000000000	2	-1
-0.384166000000000	0.0166160000000000	2	-1
-0.367566000000000	0.0166000000000000	1	-1
-0.352094000000000	0.0154720000000000	0	-1
-0.338852000000000	0.0132420000000000	0	-1
-0.327926000000000	0.0109260000000000	0	-1
-0.319384000000000	0.00854100000000000	0	-1
-0.313281000000000	0.00610400000000000	0	-1
-0.309651000000000	0.00362900000000000	0	-1
-0.308519000000000	0.00113200000000000	0	-1
-0.309890000000000	-0.00137100000000000	0	-1
-0.313756000000000	-0.00386600000000000	0	-1
-0.320094000000000	-0.00633800000000000	0	-1
-0.328866000000000	-0.00877100000000000	0	-1
-0.340016000000000	-0.0111500000000000	0	-1
-0.353475000000000	-0.0134590000000000	0	-1
-0.369154000000000	-0.0156800000000000	0	-1
-0.386952000000000	-0.0177970000000000	0	-1
-0.406745000000000	-0.0197940000000000	0	-1
-0.428397000000000	-0.0216520000000000	0	-1
-0.451754000000000	-0.0233560000000000	0	-1
-0.476645000000000	-0.0248910000000000	0	-1
-0.502887000000000	-0.0262420000000000	0	-1
-0.530284000000000	-0.0273970000000000	0	-1
-0.558631000000000	-0.0283470000000000	0	-1
-0.587716000000000	-0.0290850000000000	0	-1
